name,link,img,shortDescription,version,last_update,count_download,rate,count_viewer,volume,type,category,app_constuctor,price,priceString,homepageUrl,phoneNumber,email,size,pagckage_name
حمله هوایی,https://cafebazaar.ir/app/com.alfa.simorgh,https://s.cafebazaar.ir/images/icons/com.alfa.simorgh-f88b96a4-440c-472f-b860-e56c48437f84_128x128.png,"""حمله هوایی"" یک بازی زیبا و بسیار مهیج در سبک ماجرایی و اکشن از استودیوی زمرد برای اندروید است.",۱۰,۱۳ آبان ۱۴۰۲,۵۰،۰۰۰+,4,۵۳۹,۸۳ مگابایت,بازی‌های انتخاب بازار,اکشن,گروه ستاره شرق,0,۰ تومان,,,developer1370@gmail.com,86743342,com.alfa.simorgh
Metal Shooter,https://cafebazaar.ir/app/com.rocket.metal.shooter,https://s.cafebazaar.ir/images/icons/com.rocket.metal.shooter-f3668b48-b0d2-45bf-897f-f8e934866410_128x128.png,"Become a metal soldier collect bullets, destroy enemies in this 2D shooter game!",۱.۷۸,۸ خرداد ۱۳۹۶,۲۰۰،۰۰۰+,4.1,۱،۰۷۶,۴۶ مگابایت,بازی‌های انتخاب بازار,اکشن,ONESOFT,0,۰ تومان,,,,47916168,com.rocket.metal.shooter
Sky Champ: Galaxy Space Shooter - قهرمان آسمان,https://cafebazaar.ir/app/co.spiritbomb.skychamp,https://s.cafebazaar.ir/images/icons/co.spiritbomb.skychamp-de520ae2-cbca-4154-b5ca-e9304d24b67a_128x128.png,Space Shooter Galaxy Attack - Enjoy classic galaxy shooter game,۸.۰۳.۶۸,۱۳ آبان ۱۴۰۳,۱۰۰،۰۰۰+,4.7,۱۷۹,۹۳ مگابایت,بازی‌های انتخاب بازار,اکشن,Spirit Bomb - Arcade Shooting Games,0,۰ تومان,,,aptoide@cafebazaar.ir,97645330,co.spiritbomb.skychamp
بازمانده: نبرد فضایی,https://cafebazaar.ir/app/com.funtory.survivor,https://s.cafebazaar.ir/images/icons/com.funtory.survivor-3d72e2b0-6c3c-43da-8d68-6b815a06920d_128x128.png,برای یک ماجراجویی هیجان‌انگیز آماده شو !,۱۱۰.۱۲۷۰,۱ آبان ۱۴۰۳,۲،۰۰۰+,3.6,۱۵,۹۳ مگابایت,بازی‌های انتخاب بازار,اکشن,استودیو آوید,0,۰ تومان,,,survivorsupport@funtory.io,97496148,com.funtory.survivor
نادر پسر شمشیر,https://cafebazaar.ir/app/com.Kartin.Nadershah,https://s.cafebazaar.ir/images/icons/com.Kartin.Nadershah-c91b7c70-f428-4ca3-b898-aacff0d69354_128x128.png,زندگی نادرشاه افشار را بازی کنید.,۲,۱ مرداد ۱۴۰۲,۱،۰۰۰+,4,۹۸,۱٫۳۶ گیگابایت,بازی‌های انتخاب بازار,اکشن,کارتین,200000,۲۰،۰۰۰ تومان,,,nadershah.game@gmail.com,1455640736,com.Kartin.Nadershah
Streets of Rage Classic – شورش در شهر,https://cafebazaar.ir/app/com.sega.streetsofrage.classic,https://s.cafebazaar.ir/images/icons/com.sega.streetsofrage.classic-44ce8b1e-00cb-4de8-9414-d03afac74a05_128x128.png,از چاقو گرفته تا بطری و لوله، هر ابزار و سلاحی که می‌توانی را بردار و شهر را از اوباش پاک کن!,۸.۰.۰,۲۸ دی ۱۴۰۳,۱۰۰،۰۰۰+,4.7,۳۰۲,۵۲ مگابایت,بازی‌های انتخاب بازار,اکشن,SEGA,0,۰ تومان,,,,54186757,com.sega.streetsofrage.classic
Brawlhalla – سرزمین مبارزان براهالا,https://cafebazaar.ir/app/air.com.ubisoft.brawl.halla.platform.fighting.action.pvp,https://s.cafebazaar.ir/images/icons/air.com.ubisoft.brawl.halla.platform.fighting.action.pvp-9a429029-6185-4f15-98e3-c1aee358d4f7_128x128.png,چه بخواهی در یک اتاق جدا با دوستانت رقابت کنی و چه رقیب مبارزانی از سرتاسر دنیا شوی، بازی براهالا همه چیز را آماده کرده است!,۹.۰۲.۱,۲۷ دی ۱۴۰۳,۲۰،۰۰۰+,4.6,۳۳۹,۱٫۰۹ گیگابایت,بازی‌های انتخاب بازار,اکشن,Ubisoft Entertainment,0,۰ تومان,,,,1160613649,air.com.ubisoft.brawl.halla.platform.fighting.action.pvp
Shadow of Death: Dark Knight - سایه‌ مرگ,https://cafebazaar.ir/app/com.Zonmob.ShadowofDeath.FightingGames,https://s.cafebazaar.ir/images/icons/com.Zonmob.ShadowofDeath.FightingGames-1e57e2a6-6561-42e7-ad63-7a6c09043573_128x128.png,Venture to the Shadow Fight & become Soul Legends in RPG Offline Fighting games,۱.۱۱۱.۰.۰,۲۰ مهر ۱۴۰۳,۲۰۰،۰۰۰+,4.5,۹۸۷,۲۱۲ مگابایت,بازی‌های انتخاب بازار,اکشن,Brave HK Limited,0,۰ تومان,,,aptoide@cafebazaar.ir,222486791,com.Zonmob.ShadowofDeath.FightingGames
Shadow Fight 2 – شادو فایت ۲,https://cafebazaar.ir/app/com.nekki.shadowfight,https://s.cafebazaar.ir/images/icons/com.nekki.shadowfight-10c91986-82e5-4beb-8889-3eb7ce754f7e_128x128.png,شخصیت خود در بازی را به اسلحه‌های مختلف مجهز و مهارت او در هنرهای رزمی را تقویت کنید.,۲.۴۰.۵,۶ دی ۱۴۰۳,۳،۰۰۰،۰۰۰+,4.5,۵۴،۴۳۰,۱۳۲ مگابایت,بازی‌های انتخاب بازار,اکشن,NEKKI,0,۰ تومان,,,,138247328,com.nekki.shadowfight
بزن بهادر - جنگی ، استراتژی,https://cafebazaar.ir/app/com.tetrapuzzle.bezanbahador,https://s.cafebazaar.ir/images/icons/com.tetrapuzzle.bezanbahador-3bae98fc-06cd-4ab1-b57b-27068cdc0301_128x128.png,ترکیب و استراتژی درستی بچین و پدر خوانده این نبرد مافیایی را شکست بده!,۲.۳,۲۲ دی ۱۴۰۳,۵۰۰،۰۰۰+,4.7,۵۲،۰۳۸,۱۲۴ مگابایت,بازی‌های انتخاب بازار,استراتژی,تتراپازل,0,۰ تومان,http://www.tetrapuzzle.com,,bezanbahador@todco.ir,129689406,com.tetrapuzzle.bezanbahador
Stickman Legends: Ninja Warrior - Shadow of War,https://cafebazaar.ir/app/com.zitga.ninja.stickman.legends,https://s.cafebazaar.ir/images/icons/com.zitga.ninja.stickman.legends-c5e86104-8cfc-4962-a4d3-688c9dda8cd5_128x128.png,"Fight shadow of war, defeat monster to be the legend of stickman fighting games!",۷.۰.۴,۳ آبان ۱۴۰۳,۵۰۰،۰۰۰+,4.3,۴،۳۲۶,۱۵۱ مگابایت,بازی‌های انتخاب بازار,اکشن,ZITGA,0,۰ تومان,,,,158084154,com.zitga.ninja.stickman.legends
مسابقات مشت زنی,https://cafebazaar.ir/app/com.vividgames.realboxing_cafebazaar,https://s.cafebazaar.ir/images/icons/com.vividgames.realboxing_cafebazaar_128x128.png,Real Boxing بهترین تجربه ی مبارزه ای رایگانی که میتونید پیدا کنید.,۱.۱.۳,۳۱ شهریور ۱۳۹۵,۵۰۰،۰۰۰+,4,۳،۴۵۰,۲۹۸ مگابایت,بازی‌های انتخاب بازار,ورزشی,مدریک FZE,0,۰ تومان,,02191001098,RealBoxing@medrickgames.com,312248835,com.vividgames.realboxing_cafebazaar
نبرد گلادیاتورها,https://cafebazaar.ir/app/com.boombitgames.TinyGladiators,https://s.cafebazaar.ir/images/icons/com.boombitgames.TinyGladiators_128x128.png,نبرد گلادیاتورها یک بازی اکشن و نقش‌آفرینی است که در آن شما باید شخصیت خود را ارتقاء دهید.,۲.۲.۸,۱ بهمن ۱۳۹۷,۲۰۰،۰۰۰+,4.8,۶،۸۰۷,۸۷ مگابایت,بازی‌های انتخاب بازار,اکشن,مدریک FZE,0,۰ تومان,,02191001098,T.Gladiators@medrickgames.com,91714912,com.boombitgames.TinyGladiators
Bruce Lee,https://cafebazaar.ir/app/com.hibernum.brucelee.enterthegame,https://s.cafebazaar.ir/images/icons/com.hibernum.brucelee.enterthegame_128x128.png,تو خود بروس لی هستی! جنگجوی مبارز و شجاعی که هیچ‌کس حریف او نیست! از مهارت‌های خود استفاده کن و برای عدالت بجنگ!,۱.۵.۰.۶۸۸۱,۲۷ خرداد ۱۳۹۶,۲۰۰،۰۰۰+,4.5,۲،۵۹۶,۶۷ مگابایت,بازی‌های انتخاب بازار,امتیازی,Hibernum,0,۰ تومان,,,,70455961,com.hibernum.brucelee.enterthegame
Dan the Man: Action Platformer,https://cafebazaar.ir/app/com.halfbrick.dantheman,https://s.cafebazaar.ir/images/icons/com.halfbrick.dantheman-4e85b3d1-8d52-477f-abdb-f8337364ad64_128x128.png,Retro arcade brawler action at its best from Halfbrick Studios!,۱.۱۲.۴۶,۲۹ آذر ۱۴۰۳,۲۰۰،۰۰۰+,4.5,۱،۶۴۲,۹۸ مگابایت,بازی‌های انتخاب بازار,امتیازی,Halfbrick Studios,0,۰ تومان,,,,103012849,com.halfbrick.dantheman
Burrito Bison,https://cafebazaar.ir/app/com.kongregate.mobile.burritobison3.google,https://s.cafebazaar.ir/images/icons/com.kongregate.mobile.burritobison3.google-41d89b26-1e12-443f-b78e-16fdf6ad6978_128x128.png,Burrito Bison must battle the forces of candy to save the land!,۳.۷۱,۲۷ آذر ۱۴۰۲,۵۰،۰۰۰+,4.6,۲۷۵,۸۱ مگابایت,بازی‌های انتخاب بازار,امتیازی,Kongregate,0,۰ تومان,,,,84681058,com.kongregate.mobile.burritobison3.google
هزارمشتان,https://cafebazaar.ir/app/com.headsupgames.hezarmoshtan,https://s.cafebazaar.ir/images/icons/com.headsupgames.hezarmoshtan_128x128.png, 🥇 نامزد بهترین بازی در ژانر اکشن از جشنواره گیم تهران 96   🥇 نامزد بهترین طراحی بازی از جشنواره گیم تهران 96   با هزارمشتان مشت بزنین و ...,۱.۳.۰,۲۵ اردیبهشت ۱۳۹۷,۵۰،۰۰۰+,4.5,۱،۲۳۴,۴۳ مگابایت,بازی‌های انتخاب بازار,اکشن,ضحی کیش,0,۰ تومان,http://hezarmoshtan.com,,info@hezarmoshtan.com,45238568,com.headsupgames.hezarmoshtan
بازی شورش در شهر و کشتی جنگی رزمی,https://cafebazaar.ir/app/com.youngdggamess.roarofcity,https://s.cafebazaar.ir/images/icons/com.youngdggamess.roarofcity-d13aa5e5-05c3-4f09-998a-7039c4807895_128x128.png,بازی غرش در شهر: انتقام، یک بازی شورش در شهر و کشتی 4 جنگی رزمی اکشن پسرانه جدید با گرافیک بالا است.,۱.۳.۱,۴ مهر ۱۴۰۲,۵۰،۰۰۰+,4,۱،۶۷۲,۴۳ مگابایت,بازی‌های انتخاب بازار,اکشن,مدرن تک,0,۰ تومان,,,youngdggames@gmail.com,44921140,com.youngdggamess.roarofcity
بزن بهادر - جنگی ، استراتژی,https://cafebazaar.ir/app/com.tetrapuzzle.bezanbahador,https://s.cafebazaar.ir/images/icons/com.tetrapuzzle.bezanbahador-3bae98fc-06cd-4ab1-b57b-27068cdc0301_128x128.png,ترکیب و استراتژی درستی بچین و پدر خوانده این نبرد مافیایی را شکست بده!,۲.۳,۲۲ دی ۱۴۰۳,۵۰۰،۰۰۰+,4.7,۵۲،۰۳۸,۱۲۴ مگابایت,بازی‌های انتخاب بازار,استراتژی,تتراپازل,0,۰ تومان,http://www.tetrapuzzle.com,,bezanbahador@todco.ir,129689406,com.tetrapuzzle.bezanbahador
پوکه : جنگ تیمی (آنلاین),https://cafebazaar.ir/app/com.PilehGames.Lotus,https://s.cafebazaar.ir/images/icons/com.PilehGames.Lotus-832ec028-8657-41d1-add5-7430b9f5fe1c_128x128.png,در بازی جدید پوکه، جنگ قهرمانان، با تفنگ بجنگید، تیم بسازید و به یک قهرمان واقعی تبدیل شوید!,۲.۱۳.۱,۱۹ دی ۱۴۰۳,۵۰،۰۰۰+,4.7,۲،۰۴۹,۱۳۶ مگابایت,بازی‌های انتخاب بازار,اکشن,آنو استودیو,0,۰ تومان,https://pilehgames.com/pooke.html,,pilehgame@gmail.com,142415528,com.PilehGames.Lotus
Ninja Dash Run - نینجا سرعتی,https://cafebazaar.ir/app/com.generagames.ninjadash.samuraironin.jumprpg,https://s.cafebazaar.ir/images/icons/com.generagames.ninjadash.samuraironin.jumprpg-1cb9b314-f2e7-4d27-9185-6166571a69fb_128x128.png,کاتانا یا شمشیر ژاپنی خود را بردار، شوریکن یا تیغه‌ی چندپر خود را به دست بگیر و قدم به جهان نینجا بگذار.,۱.۸.۹,۱۸ آذر ۱۴۰۳,۵۰۰،۰۰۰+,4.5,۱،۸۵۴,۵۹ مگابایت,بازی‌های انتخاب بازار,اکشن,Viva Games Studios,0,۰ تومان,,,,61594514,com.generagames.ninjadash.samuraironin.jumprpg
Ninja warrior: legend of adven,https://cafebazaar.ir/app/com.tohsoft.arashi.ninja.shadow,https://s.cafebazaar.ir/images/icons/com.tohsoft.arashi.ninja.shadow-7bcc88c4-cfad-43d5-b91a-068dfe4f9e57_128x128.png,Ninja warrior - legend of fighting & adventure games,۱.۸۲.۱,۲۰ مهر ۱۴۰۳,۱،۰۰۰،۰۰۰+,4.5,۴،۷۳۱,۴۸ مگابایت,بازی‌های انتخاب بازار,اکشن,TOH Games,0,۰ تومان,,,,49951883,com.tohsoft.arashi.ninja.shadow
NARUTO X BORUTO NINJA VOLTAGE – نبرد نینجاها,https://cafebazaar.ir/app/com.bandainamcoent.ninjavoltage_app,https://s.cafebazaar.ir/images/icons/com.bandainamcoent.ninjavoltage_app-1ab0a9af-c962-47ad-9eb1-d6eaac165b20_128x128.png,قلمروی خود را بزرگ‌تر کن، قلعه‌ی نینجایی خودت را بساز و از آن در برابر حمله‌ی دشمن محافظت کن!,۱۱.۹.۰,۱۷ مهر ۱۴۰۳,۱۰۰،۰۰۰+,4.2,۸۰۴,۱۲۴ مگابایت,بازی‌های انتخاب بازار,اکشن,Bandai Namco Entertainment Inc.,0,۰ تومان,,,,129516173,com.bandainamcoent.ninjavoltage_app
Ninja Arashi,https://cafebazaar.ir/app/com.blackpanther.ninjaarashi,https://s.cafebazaar.ir/images/icons/com.blackpanther.ninjaarashi-0beb00d0-ccdf-4ee4-b3cc-10098caa752b_128x128.png,Ninja Arashi is an intense shadow art style platformer with mixed RPG elements.,۱.۹,۱۸ آذر ۱۴۰۳,۳،۰۰۰،۰۰۰+,4.6,۱۱،۱۸۵,۷۰ مگابایت,بازی‌های انتخاب بازار,اکشن,Black Panther,0,۰ تومان,,,,72881920,com.blackpanther.ninjaarashi
بازی شورش در شهر و کشتی جنگی رزمی,https://cafebazaar.ir/app/com.youngdggamess.roarofcity,https://s.cafebazaar.ir/images/icons/com.youngdggamess.roarofcity-d13aa5e5-05c3-4f09-998a-7039c4807895_128x128.png,بازی غرش در شهر: انتقام، یک بازی شورش در شهر و کشتی 4 جنگی رزمی اکشن پسرانه جدید با گرافیک بالا است.,۱.۳.۱,۴ مهر ۱۴۰۲,۵۰،۰۰۰+,4,۱،۶۷۲,۴۳ مگابایت,بازی‌های انتخاب بازار,اکشن,مدرن تک,0,۰ تومان,,,youngdggames@gmail.com,44921140,com.youngdggamess.roarofcity
Shadow Fight 2 – شادو فایت ۲,https://cafebazaar.ir/app/com.nekki.shadowfight,https://s.cafebazaar.ir/images/icons/com.nekki.shadowfight-10c91986-82e5-4beb-8889-3eb7ce754f7e_128x128.png,شخصیت خود در بازی را به اسلحه‌های مختلف مجهز و مهارت او در هنرهای رزمی را تقویت کنید.,۲.۴۰.۵,۶ دی ۱۴۰۳,۳،۰۰۰،۰۰۰+,4.5,۵۴،۴۳۰,۱۳۲ مگابایت,بازی‌های انتخاب بازار,اکشن,NEKKI,0,۰ تومان,,,,138247328,com.nekki.shadowfight
Shadow Battle,https://cafebazaar.ir/app/com.shadow.battle.superhero,https://s.cafebazaar.ir/images/icons/com.shadow.battle.superhero-4e630d90-13cd-47b3-ac91-d5adc7845175_128x128.png,Let's get ready for breathtaking battles!,۲.۲.۵۶,۲۲ آذر ۱۳۹۹,۱،۰۰۰،۰۰۰+,4.1,۴،۳۴۷,۸۱ مگابایت,بازی‌های انتخاب بازار,اکشن,ABI Global Publishing,0,۰ تومان,,,,85226237,com.shadow.battle.superhero
Bruce Lee,https://cafebazaar.ir/app/com.hibernum.brucelee.enterthegame,https://s.cafebazaar.ir/images/icons/com.hibernum.brucelee.enterthegame_128x128.png,تو خود بروس لی هستی! جنگجوی مبارز و شجاعی که هیچ‌کس حریف او نیست! از مهارت‌های خود استفاده کن و برای عدالت بجنگ!,۱.۵.۰.۶۸۸۱,۲۷ خرداد ۱۳۹۶,۲۰۰،۰۰۰+,4.5,۲،۵۹۶,۶۷ مگابایت,بازی‌های انتخاب بازار,امتیازی,Hibernum,0,۰ تومان,,,,70455961,com.hibernum.brucelee.enterthegame
Ninja Revenge,https://cafebazaar.ir/app/com.redantz.game.ninja,https://s.cafebazaar.ir/images/icons/com.redantz.game.ninja-cde092d2-49cd-4bbf-9963-06164051d758_128x128.png,A real ninja does not slice fruits!,۱.۲.۴,۱۹ آذر ۱۴۰۳,۱۰۰،۰۰۰+,4.3,۲،۰۷۷,۱۹ مگابایت,بازی‌های انتخاب بازار,اکشن,DIVMOB,0,۰ تومان,,,,19974004,com.redantz.game.ninja
Dan the Man: Action Platformer,https://cafebazaar.ir/app/com.halfbrick.dantheman,https://s.cafebazaar.ir/images/icons/com.halfbrick.dantheman-4e85b3d1-8d52-477f-abdb-f8337364ad64_128x128.png,Retro arcade brawler action at its best from Halfbrick Studios!,۱.۱۲.۴۶,۲۹ آذر ۱۴۰۳,۲۰۰،۰۰۰+,4.5,۱،۶۴۲,۹۸ مگابایت,بازی‌های انتخاب بازار,امتیازی,Halfbrick Studios,0,۰ تومان,,,,103012849,com.halfbrick.dantheman
Squad Busters,https://cafebazaar.ir/app/com.supercell.squad,https://s.cafebazaar.ir/images/icons/com.supercell.squad-357d02e7-0375-4944-8fcf-85735452c955_128x128.png,اسکواد بساز، به همه اتک بزن و یک مسابقه 10 نفره را با کاراکترهای محبوب کلش آف کلنز و نقشه‌های جدید تجربه کن!,۹۰۵۲۰۰۱۲,۲۷ دی ۱۴۰۳,۲۰،۰۰۰+,3.9,۱۵۴,۶۳۹ مگابایت,بازی‌های انتخاب بازار,اکشن,Supercell,0,۰ تومان,,,,670238820,com.supercell.squad
پوکه : جنگ تیمی (آنلاین),https://cafebazaar.ir/app/com.PilehGames.Lotus,https://s.cafebazaar.ir/images/icons/com.PilehGames.Lotus-832ec028-8657-41d1-add5-7430b9f5fe1c_128x128.png,در بازی جدید پوکه، جنگ قهرمانان، با تفنگ بجنگید، تیم بسازید و به یک قهرمان واقعی تبدیل شوید!,۲.۱۳.۱,۱۹ دی ۱۴۰۳,۵۰،۰۰۰+,4.7,۲،۰۴۹,۱۳۶ مگابایت,بازی‌های انتخاب بازار,اکشن,آنو استودیو,0,۰ تومان,https://pilehgames.com/pooke.html,,pilehgame@gmail.com,142415528,com.PilehGames.Lotus
هشت خان: بازی کارتی ایرانی,https://cafebazaar.ir/app/com.avid.hashtkhan,https://s.cafebazaar.ir/images/icons/com.avid.hashtkhan-43a9aafd-a084-4d74-b991-bcc0815c03bd_128x128.png,جایزه ۱ میلیارد ریالی و کنسول بازی در رقابت لیگ جاویدان!!!,۱۲۴۶.۱۴۷۵,۱۵ آذر ۱۴۰۳,۲۰۰،۰۰۰+,4.4,۴۲،۵۷۷,۸۹ مگابایت,بازی‌های انتخاب بازار,استراتژی,استودیو آوید,0,۰ تومان,https://8khan.games/,,Hashtkhan.sup@gmail.com,92957493,com.avid.hashtkhan
Brawlhalla – سرزمین مبارزان براهالا,https://cafebazaar.ir/app/air.com.ubisoft.brawl.halla.platform.fighting.action.pvp,https://s.cafebazaar.ir/images/icons/air.com.ubisoft.brawl.halla.platform.fighting.action.pvp-9a429029-6185-4f15-98e3-c1aee358d4f7_128x128.png,چه بخواهی در یک اتاق جدا با دوستانت رقابت کنی و چه رقیب مبارزانی از سرتاسر دنیا شوی، بازی براهالا همه چیز را آماده کرده است!,۹.۰۲.۱,۲۷ دی ۱۴۰۳,۲۰،۰۰۰+,4.6,۳۳۹,۱٫۰۹ گیگابایت,بازی‌های انتخاب بازار,اکشن,Ubisoft Entertainment,0,۰ تومان,,,,1160613649,air.com.ubisoft.brawl.halla.platform.fighting.action.pvp
Shadow Fight Arena  - شادو فایت آرنا,https://cafebazaar.ir/app/com.nekki.shadowfightarena,https://s.cafebazaar.ir/images/icons/com.nekki.shadowfightarena-31f9dea9-f6ad-4bd6-a0ba-6bbc44c3438f_128x128.png,با بازیکنانی از سرتاسر دنیا مبارزه کن و قهرمان شادو فایت شو!,۱.۹.۳۱,۲۳ آذر ۱۴۰۳,۲۰۰،۰۰۰+,4.2,۲،۳۴۰,۱۶۳ مگابایت,بازی‌های انتخاب بازار,اکشن,NEKKI,0,۰ تومان,,,,170784331,com.nekki.shadowfightarena
